N PtMilieu Trapeze Simpson
130 0.000048667517337453 0.000097334324128617 0.000000000236848763
131 0.000047927325326658 0.000095853961555203 0.000000000229698038
132 0.000047203892427738 0.000094407116405515 0.000000000222817320
133 0.000046496716497035 0.000092992784420431 0.000000000216191065
134 0.000045805314049296 0.000091609998670972 0.000000000209808615
135 0.000045129219448548 0.000090257827913387 0.000000000203661532
136 0.000044467984111840 0.000088935375010646 0.000000000197737826
137 0.000043821175763181 0.000087641775448288 0.000000000192026395
138 0.000043188377744308 0.000086376195925775 0.000000000186521465
139 0.000042569188319685 0.000085137833006454 0.000000000181211490
140 0.000041963220055674 0.000083925911844362 0.000000000176088477
141 0.000041370099207683 0.000082739684978073 0.000000000171145320
142 0.000040789465145963 0.000081578431164742 0.000000000166376246
143 0.000040220969805826 0.000080441454299196 0.000000000161770597
144 0.000039664277165397 0.000079328082361219 0.000000000157323932
145 0.000039119062751336 0.000078237666419678 0.000000000153028257
146 0.000038585013164560 0.000077169579695280 0.000000000148878687
147 0.000038061825629931 0.000076123216652624 0.000000000144868562
148 0.000037549207562382 0.000075097992148443 0.000000000140992551
149 0.000037046876170788 0.000074093340603820 0.000000000137245770
150 0.000036554558050295 0.000073108715234582 0.000000000133622891
151 0.000036071988826158 0.000072143587299234 0.000000000130116806
152 0.000035598912787815 0.000071197445393745 0.000000000126727517
153 0.000035135082554483 0.000070269794770983 0.000000000123446586
154 0.000034680258753639 0.000069360156694565 0.000000000120270904
155 0.000034234209705719 0.000068468067822680 0.000000000117196031
156 0.000033796711138123 0.000067593079614126 0.000000000114220633
157 0.000033367545892560 0.000066734757771414 0.000000000111338494
158 0.000032946503666142 0.000065892681694102 0.000000000108546505
159 0.000032533380742716 0.000065066443966311 0.000000000105841114
160 0.000032127979761487 0.000064255649864675 0.000000000103219655
161 0.000031730109461225 0.000063459916886499 0.000000000100679909
162 0.000031339584473322 0.000062678874301003 0.000000000098216546
163 0.000030956225095746 0.000061912162707900 0.000000000095827790
164 0.000030579857087876 0.000061159433640157 0.000000000093512309
165 0.000030210311472434 0.000060420349151435 0.000000000091265218
166 0.000029847424349416 0.000059694581442171 0.000000000089085628
167 0.000029491036711349 0.000058981812507186 0.000000000086972651
168 0.000029140994262544 0.000058281733766874 0.000000000084918739
169 0.000028797147265891 0.000057594045752118 0.000000000082926110
170 0.000028459350374543 0.000056918457771671 0.000000000080992102
171 0.000028127462476046 0.000056254687610391 0.000000000079115381
172 0.000027801346552891 0.000055602461232152 0.000000000077290174
173 0.000027480869530638 0.000054961512501839 0.000000000075520035
174 0.000027165902149573 0.000054331582906020 0.000000000073798301
175 0.000026856318835922 0.000053712421296703 0.000000000072125861
176 0.000026551997571733 0.000053103783641317 0.000000000070499162
177 0.000026252819771866 0.000052505432783567 0.000000000068921313
178 0.000025958670180515 0.000051917138204960 0.000000000067384764
179 0.000025669436743758 0.000051338675813861 0.000000000065890848
180 0.000025385010519408 0.000050769827721897 0.000000000064439565
181 0.000025105285562432 0.000050210382044114 0.000000000063027361
182 0.000024830158831701 0.000049660132702023 0.000000000061652905
183 0.000024559530089618 0.000049118879230647 0.000000000060317529
184 0.000024293301823519 0.000048586426601327 0.000000000059014571
185 0.000024031379142198 0.000048062585035646 0.000000000057749805
186 0.000023773669700855 0.000047547169847340 0.000000000056517901
187 0.000023520083616724 0.000047040001276866 0.000000000055318861
188 0.000023270533391351 0.000046540904326875 0.000000000054151794
189 0.000023024933833327 0.000046049708623430 0.000000000053014926
190 0.000022783201989895 0.000045566248261020 0.000000000051906479
191 0.000022545257075013 0.000045090361666444 0.000000000050828231
192 0.000022311020398291 0.000044621891462260 0.000000000049778404
193 0.000022080415302383 0.000044160684340655 0.000000000048753890
194 0.000021853367100810 0.000043706590930670 0.000000000047756910
195 0.000021629803020673 0.000043259465687617 0.000000000046783910
196 0.000021409652136040 0.000042819166762964 0.000000000045837556
197 0.000021192845321760 0.000042385555902191 0.000000000044913850
198 0.000020979315187297 0.000041958498334438 0.000000000044013682
199 0.000020768996037202 0.000041537862669472 0.000000000043135717
200 0.000020561823811160 0.000041123520784669 0.000000000042278625
201 0.000020357736038701 0.000040715347745968 0.000000000041444181
202 0.000020156671791671 0.000040313221697286 0.000000000040628834
203 0.000019958571641165 0.000039917023779257 0.000000000039833470
204 0.000019763377608673 0.000039526638041076 0.000000000039058978
205 0.000019571033127885 0.000039141951348576 0.000000000038302694
206 0.000019381483002068 0.000038762853310947 0.000000000037563286
207 0.000019194673361422 0.000038389236193259 0.000000000036844305
208 0.000019010551632892 0.000038020994846955 0.000000000036139980
209 0.000018829066496195 0.000037658026633913 0.000000000035451642
210 0.000018650167849188 0.000037300231349846 0.000000000034782843
211 0.000018473806773223 0.000036947511163232 0.000000000034126924
212 0.000018299935503396 0.000036599770543155 0.000000000033488767
213 0.000018128507393911 0.000036256916196020 0.000000000032863934
214 0.000017959476881213 0.000035918857000938 0.000000000032252867
215 0.000017792799467120 0.000035585503958213 0.000000000031657788
216 0.000017628431669081 0.000035256770110959 0.000000000031074698
217 0.000017466331019289 0.000034932570516011 0.000000000030508041
218 0.000017306456008281 0.000034612822162439 0.000000000029951597
219 0.000017148766079611 0.000034297443935127 0.000000000029408032
220 0.000016993221594319 0.000033986356557714 0.000000000028876457
221 0.000016839783808287 0.000033679482543958 0.000000000028357316
222 0.000016688414848698 0.000033376746147784 0.000000000027849723
223 0.000016539077689615 0.000033078073316428 0.000000000027354563
224 0.000016391736128440 0.000032783391651803 0.000000000026868285
225 0.000016246354768157 0.000032492630352987 0.000000000026394442
226 0.000016102898990678 0.000032205720190914 0.000000000025930813
227 0.000015961334939085 0.000031922593451084 0.000000000025475622
228 0.000015821629499424 0.000031643183900476 0.000000000025031976
229 0.000015683750274942 0.000031367426756468 0.000000000024597657
230 0.000015547665575433 0.000031095258633762 0.000000000024173108
231 0.000015413344396364 0.000030826617521962 0.000000000023758329
232 0.000015280756394898 0.000030561442740717 0.000000000023350655
233 0.000015149871880560 0.000030299674906198 0.000000000022952307
234 0.000015020661795706 0.000030041255906665 0.000000000022561952
235 0.000014893097702640 0.000029786128862952 0.000000000022182256
236 0.000014767151758743 0.000029534238097373 0.000000000021806112
237 0.000014642796712483 0.000029285529103085 0.000000000021441515
238 0.000014520005882979 0.000029039948515885 0.000000000021082247
239 0.000014398753142686 0.000028797444090234 0.000000000020732305
240 0.000014279012913843 0.000028557964660836 0.000000000020389024
241 0.000014160760141380 0.000028321460125991 0.000000000020051960
242 0.000014043970292477 0.000028087881413841 0.000000000019722890
243 0.000013928619332582 0.000027857180463720 0.000000000019400481
244 0.000013814683724078 0.000027629310194399 0.000000000019084734
245 0.000013702140404526 0.000027404224484107 0.000000000018774315
246 0.000013590966781329 0.000027181878148763 0.000000000018471447
247 0.000013481140718863 0.000026962226917115 0.000000000018173463
248 0.000013372640526477 0.000026745227404312 0.000000000017881696
249 0.000013265444944288 0.000026530837098804 0.000000000017597035
250 0.000013159533144513 0.000026319014338805 0.000000000017316815
251 0.000013054884707042 0.000026109718285428 0.000000000017042812
252 0.000012951479618550 0.000025902908913356 0.000000000016773694
253 0.000012849298259177 0.000025698546987751 0.000000000016510349
254 0.000012748321396749 0.000025496594037167 0.000000000016251445
255 0.000012648530172576 0.000025297012349101 0.000000000015997870
256 0.000012549906098336 0.000025099764945802 0.000000000015749180
257 0.000012452431043197 0.000024904815568050 0.000000000015507151
258 0.000012356087229826 0.000024712128655402 0.000000000015267343
259 0.000012260857214841 0.000024521669331978 0.000000000015031532
260 0.000012166723902141 0.000024333403395582 0.000000000014804602
261 0.000012073670513146 0.000024147297293053 0.000000000014578561
262 0.000011981680591244 0.000023963318114939 0.000000000014354740
263 0.000011890737993347 0.000023781433572401 0.000000000014138912
264 0.000011800826882347 0.000023601611988999 0.000000000013925305
265 0.000011711931717340 0.000023423822284263 0.000000000013717028
266 0.000011624037249636 0.000023248033961920 0.000000000013512302
267 0.000011537128512540 0.000023074217094798 0.000000000013309798
268 0.000011451190824463 0.000022902342310394 0.000000000013112622
269 0.000011366209771158 0.000022732380786872 0.000000000012918999
270 0.000011282171210603 0.000022564304231310 0.000000000012728485
271 0.000011199061249023 0.000022398084873476 0.000000000012541967
272 0.000011116866262206 0.000022233695449403 0.000000000012359003
273 0.000011035572866636 0.000022071109197608 0.000000000012178702
274 0.000010955167922599 0.000021910299843109 0.000000000012000623
275 0.000010875638535079 0.000021751241583878 0.000000000011826540
276 0.000010796972032434 0.000021593909090400 0.000000000011656454
277 0.000010719155977945 0.000021438277486574 0.000000000011491252
278 0.000010642178160047 0.000021284322344162 0.000000000011326495
279 0.000010566026580339 0.000021132019668801 0.000000000011163515
280 0.000010490689454468 0.000020981345892679 0.000000000011006307
281 0.000010416155213466 0.000020832277879190 0.000000000010849543
282 0.000010342412487319 0.000020684792883863 0.000000000010696333
283 0.000010269450106293 0.000020538868574782 0.000000000010544898
284 0.000010197257100941 0.000020394483008390 0.000000000010398349
285 0.000010125822695439 0.000020251614628153 0.000000000010252243
286 0.000010055136289377 0.000020110242247684 0.000000000010109691
287 0.000009985187482631 0.000019970345054299 0.000000000009969359
288 0.000009915966046936 0.000019831902597023 0.000000000009831691
289 0.000009847461932555 0.000019694894775046 0.000000000009697576
290 0.000009779665262943 0.000019559301834615 0.000000000009563461
291 0.000009712566330311 0.000019425104358151 0.000000000009432455
292 0.000009646155589405 0.000019292283265360 0.000000000009304557
293 0.000009580423664168 0.000019160819796138 0.000000000009178880
294 0.000009515361335755 0.000019030695512123 0.000000000009054091
295 0.000009450959540747 0.000018901892285372 0.000000000008931966
296 0.000009387209364053 0.000018774392291698 0.000000000008810730
297 0.000009324102046904 0.000018648178013336 0.000000000008693490
298 0.000009261628975743 0.000018523232217182 0.000000000008578027
299 0.000009199781677349 0.000018399537962788 0.000000000008463008
300 0.000009138551823717 0.000018277078592810 0.000000000008352874
301 0.000009077931222734 0.000018155837719691 0.000000000008240963
302 0.000009017911815512 0.000018035799236094 0.000000000008131718
303 0.000008958485686161 0.000017916947293362 0.000000000008025580
304 0.000008899645033367 0.000017799266304186 0.000000000007919443
305 0.000008841382192593 0.000017682740935943 0.000000000007819079
306 0.000008783689628089 0.000017567356107806 0.000000000007715162
307 0.000008726559916461 0.000017453096986975 0.000000000007615242
308 0.000008669985760434 0.000017339948972017 0.000000000007516654
309 0.000008613959983528 0.000017227897704641 0.000000000007418954
310 0.000008558475515841 0.000017116929058592 0.000000000007325696
311 0.000008503525412262 0.000017007029129879 0.000000000007231105
312 0.000008449102825825 0.000016898184239222 0.000000000007138290
313 0.000008395201033906 0.000016790380923837 0.000000000007048584
314 0.000008341813408919 0.000016683605940315 0.000000000006958878
315 0.000008288933430300 0.000016577846247090 0.000000000006869172
316 0.000008236554684071 0.000016473089014202 0.000000000006785683
317 0.000008184670854838 0.000016369321612419 0.000000000006698198
318 0.000008133275728017 0.000016266531611020 0.000000000006616485
319 0.000008082363184947 0.000016164706771127 0.000000000006532552
320 0.000008031927202889 0.000016063835051261 0.000000000006451284
321 0.000007981961850145 0.000015963904589800 0.000000000006370460
322 0.000007932461295379 0.000015864903711638 0.000000000006293188
323 0.000007883419784527 0.000015766820924634 0.000000000006216361
324 0.000007834831664333 0.000015669644912952 0.000000000006138201
325 0.000007786691360590 0.000015573364530175 0.000000000006064038
326 0.000007738993387019 0.000015477968806854 0.000000000005990319
327 0.000007691732340831 0.000015383446934303 0.000000000005916156
328 0.000007644902905390 0.000015289788276807 0.000000000005842882
329 0.000007598499836448 0.000015196982350307 0.000000000005772716
330 0.000007552517975018 0.000015105018839057 0.000000000005703882
331 0.000007506952239833 0.000015013887573856 0.000000000005634604
332 0.000007461797625119 0.000014923578545600 0.000000000005567991
333 0.000007417049199709 0.000014834081891735 0.000000000005500045
334 0.000007372702102604 0.000014745387899362 0.000000000005436096
335 0.000007328751552738 0.000014657486993253 0.000000000005372147
336 0.000007285192837436 0.000014570369752276 0.000000000005305534
337 0.000007242021309306 0.000014484026884976 0.000000000005243361
338 0.000007199232395116 0.000014398449242892 0.000000000005182521
339 0.000007156821587806 0.000014313627806350 0.000000000005123457
340 0.000007114784442042 0.000014229553698231 0.000000000005063505
341 0.000007073116583101 0.000014146218159983 0.000000000005003997
342 0.000007031813699321 0.000014063612566284 0.000000000004944933
343 0.000006990871540324 0.000013981728418155 0.000000000004886314
344 0.000006950285915686 0.000013900557339630 0.000000000004831247
345 0.000006910052698927 0.000013820091076200 0.000000000004773515
346 0.000006870167822193 0.000013740321484379 0.000000000004720224
347 0.000006830627275356 0.000013661240555241 0.000000000004664713
348 0.000006791427106911 0.000013582840378001 0.000000000004610978
349 0.000006752563420420 0.000013505113165335 0.000000000004559020
350 0.000006714032375843 0.000013428051230724 0.000000000004508838
351 0.000006675830189984 0.000013351647007775 0.000000000004455991
352 0.000006637953126720 0.000013275893035569 0.000000000004408474
353 0.000006600397511214 0.000013200781952882 0.000000000004355183
354 0.000006563159715256 0.000013126306505074 0.000000000004307665
355 0.000006526236160820 0.000013052459542751 0.000000000004257483
356 0.000006489623323613 0.000012979234014665 0.000000000004210854
357 0.000006453317728194 0.000012906622961939 0.000000000004164225
358 0.000006417315945306 0.000012834619534940 0.000000000004116263
359 0.000006381614593209 0.000012763216969303 0.000000000004073630
360 0.000006346210341235 0.000012692408600801 0.000000000004027889
361 0.000006311099900014 0.000012622187852251 0.000000000003982148
362 0.000006276280028139 0.000012552548240174 0.000000000003939071
363 0.000006241747529945 0.000012483483373016 0.000000000003895551
364 0.000006207499249289 0.000012414986937159 0.000000000003852030
365 0.000006173532073994 0.000012347052715578 0.000000000003811618
366 0.000006139842936737 0.000012279674570514 0.000000000003768097
367 0.000006106428819930 0.000012212846451476 0.000000000003728573
368 0.000006073286727304 0.000012146562388127 0.000000000003688605
369 0.000006040413717212 0.000012080816489179 0.000000000003649081
370 0.000006007806887087 0.000012015602945947 0.000000000003610445
371 0.000005975463369889 0.000011950916026349 0.000000000003569145
372 0.000005943380335882 0.000011886750074463 0.000000000003533618
373 0.000005911554995741 0.000011823099509423 0.000000000003493650
374 0.000005879984601886 0.000011759958830515 0.000000000003458123
375 0.000005848666431607 0.000011697322602089 0.000000000003419931
376 0.000005817597810154 0.000011635185466208 0.000000000003382628
377 0.000005786776092975 0.000011573542138876 0.000000000003349765
378 0.000005756198667051 0.000011512387395163 0.000000000003311573
379 0.000005725862961992 0.000011451716087185 0.000000000003277378
380 0.000005695766433611 0.000011391523135007 0.000000000003244072
381 0.000005665906576802 0.000011331803520642 0.000000000003209433
382 0.000005636280913102 0.000011272552294939 0.000000000003176570
383 0.000005606887001797 0.000011213764572249 0.000000000003143263
384 0.000005577722432815 0.000011155435532872 0.000000000003110845
385 0.000005548784826281 0.000011097560413287 0.000000000003078426
386 0.000005520071830301 0.000011040134520579 0.000000000003047784
387 0.000005491581130279 0.000010983153211575 0.000000000003016254
388 0.000005463310434273 0.000010926611915707 0.000000000002984724
389 0.000005435257484976 0.000010870506110150 0.000000000002953637
390 0.000005407420054393 0.000010814831331807 0.000000000002922551
391 0.000005379795931848 0.000010759583184194 0.000000000002894129
392 0.000005352382953294 0.000010704757311908 0.000000000002865708
393 0.000005325178966675 0.000010650349428154 0.000000000002835954
394 0.000005298181855462 0.000010596355292547 0.000000000002807088
395 0.000005271389527106 0.000010542770716881 0.000000000002779554
396 0.000005244799913928 0.000010489591574236 0.000000000002751577
397 0.000005218410977559 0.000010436813783876 0.000000000002724043
398 0.000005192220702721 0.000010384433315691 0.000000000002696066
399 0.000005166227099895 0.000010332446193750 0.000000000002668976
400 0.000005140428206207 0.000010280848486532 0.000000000002640999
401 0.000005114822083652 0.000010229636318027 0.000000000002615685
402 0.000005089406811098 0.000010178805853522 0.000000000002589928
403 0.000005064180502945 0.000010128353310712 0.000000000002563283
404 0.000005039141286467 0.000010078274952807 0.000000000002538414
405 0.000005014287317362 0.000010028567086984 0.000000000002513989
406 0.000004989616770867 0.000009979226070378 0.000000000002489564
407 0.000004965127847534 0.000009930248298318 0.000000000002464251
408 0.000004940818770116 0.000009881630216979 0.000000000002442935
409 0.000004916687783130 0.000009833368311618 0.000000000002418066
410 0.000004892733147965 0.000009785459109235 0.000000000002394973
411 0.000004868953149550 0.000009737899186568 0.000000000002370548
412 0.000004845346098570 0.000009690685153885 0.000000000002348344
413 0.000004821910322139 0.000009643813666083 0.000000000002325251
414 0.000004798644162474 0.000009597281415585 0.000000000002303491
415 0.000004775545990654 0.000009551085138559 0.000000000002281286
416 0.000004752614192416 0.000009505221606032 0.000000000002259526
417 0.000004729847172147 0.000009459687634106 0.000000000002236877
418 0.000004707243356439 0.000009414480067971 0.000000000002215117
419 0.000004684801190979 0.000009369595799447 0.000000000002194689
420 0.000004662519137000 0.000009325031750995 0.000000000002173373
421 0.000004640395671718 0.000009280784883270 0.000000000002152500
422 0.000004618429296332 0.000009236852192895 0.000000000002133405
423 0.000004596618529362 0.000009193230717353 0.000000000002112976
424 0.000004574961899095 0.000009149917518991 0.000000000002092548
425 0.000004553457960021 0.000009106909700352 0.000000000002073008
426 0.000004532105281285 0.000009064204400389 0.000000000002053024
427 0.000004510902446242 0.000009021798786701 0.000000000002034373
428 0.000004489848052014 0.000008979690059974 0.000000000002015277
429 0.000004468940722813 0.000008937875454862 0.000000000001996181
430 0.000004448179089955 0.000008896352247323 0.000000000001978417
431 0.000004427561802078 0.000008855117723305 0.000000000001962430
432 0.000004407087523361 0.000008814169221161 0.000000000001941558
433 0.000004386754936192 0.000008773504099002 0.000000000001925127
434 0.000004366562734059 0.000008733119749804 0.000000000001906031
435 0.000004346509629549 0.000008693013593408 0.000000000001889155
436 0.000004326594349013 0.000008653183077412 0.000000000001870948
437 0.000004306815625466 0.000008613625684717 0.000000000001854961
438 0.000004287172221673 0.000008574338927758 0.000000000001838529
439 0.000004267662899959 0.000008535320338510 0.000000000001821654
440 0.000004248286449293 0.000008496567482918 0.000000000001804779
441 0.000004229041658643 0.000008458077951801 0.000000000001787015
442 0.000004209927340959 0.000008419849368391 0.000000000001771472
443 0.000004190942322069 0.000008381879375241 0.000000000001756373
444 0.000004172085434906 0.000008344165649987 0.000000000001741718
445 0.000004153355531500 0.000008306705887584 0.000000000001724398
446 0.000004134751471874 0.000008269497812297 0.000000000001710188
447 0.000004116272131149 0.000008232539180586 0.000000000001694644
448 0.000004097916401324 0.000008195827761126 0.000000000001680878
449 0.000004079683174396 0.000008159361357229 0.000000000001664002
450 0.000004061571370784 0.000008123137793747 0.000000000001648459
451 0.000004043579909130 0.000008087154916181 0.000000000001636025
452 0.000004025707730282 0.000008051410599341 0.000000000001619593
453 0.000004007953778196 0.000008015902740688 0.000000000001604938
454 0.000003990317015923 0.000007980629256332 0.000000000001591616
455 0.000003972796411844 0.000007945588088587 0.000000000001576961
456 0.000003955390947663 0.000007910777202191 0.000000000001564526
457 0.000003938099617073 0.000007876194583867 0.000000000001550760
458 0.000003920921426204 0.000007841838241429 0.000000000001536549
459 0.000003903855389176 0.000007807706203788 0.000000000001526335
460 0.000003886900529437 0.000007773796529831 0.000000000001508127
461 0.000003870055889088 0.000007740107284659 0.000000000001496581
462 0.000003853320508451 0.000007706636562688 0.000000000001483702
463 0.000003836693446502 0.000007673382479423 0.000000000001472156
464 0.000003820173774649 0.000007640343173687 0.000000000001459277
465 0.000003803760564303 0.000007607516791186 0.000000000001445954
466 0.000003787452906856 0.000007574901511376 0.000000000001434852
467 0.000003771249897699 0.000007542495529478 0.000000000001422418
468 0.000003755150643769 0.000007510297056035 0.000000000001409983
469 0.000003739154258664 0.000007478304323127 0.000000000001398437
470 0.000003723259870192 0.000007446515581044 0.000000000001386891
471 0.000003707466611047 0.000007414929100502 0.000000000001377121
472 0.000003691773628134 0.000007383543169315 0.000000000001363354
473 0.000003676180075018 0.000007352356095280 0.000000000001352696
474 0.000003660685106599 0.000007321366195523 0.000000000001338485
475 0.000003645287901755 0.000007290571816032 0.000000000001326939
476 0.000003629987633147 0.000007259971317453 0.000000000001319389
477 0.000003614783493866 0.000007229563071975 0.000000000001307399
478 0.000003599674680554 0.000007199345473330 0.000000000001296296
479 0.000003584660392963 0.000007169316931677 0.000000000001287859
480 0.000003569739848608 0.000007139475872719 0.000000000001273204
481 0.000003554912265002 0.000007109820739259 0.000000000001262546
482 0.000003540176875649 0.000007080349991861 0.000000000001253220
